pincode,area,district,state,region_type,fdh_id,mst_id,olt_id,serviceable,max_speed_available_mbps
691304,Kollam,Kollam,Kerala,urban,FDH-15948,MST-15948,OLT-15948,False,500
691305,Pathanapuram,Kollam,Kerala,rural,FDH-15949,MST-15949,OLT-15949,True,50
691306,Pathanapuram,Kollam,Kerala,rural,FDH-15950,MST-15950,OLT-15950,True,100
691307,Pathanapuram,Kollam,Kerala,suburban,FDH-15951,MST-15951,OLT-15951,False,100
691308,Pathanapuram,Kollam,Kerala,rural,FDH-15952,MST-15952,OLT-15952,False,100
691309,Pathanapuram,Kollam,Kerala,rural,FDH-15953,MST-15953,OLT-15953,False,200
691310,Pathanapuram,Kollam,Kerala,urban,FDH-15954,MST-15954,OLT-15954,True,1000
691311,Pathanapuram,Kollam,Kerala,rural,FDH-15955,MST-15955,OLT-15955,True,50
691312,Pathanapuram,Kollam,Kerala,rural,FDH-15956,MST-15956,OLT-15956,False,200
691315,Mathra,Kollam,Kerala,suburban,FDH-15957,MST-15957,OLT-15957,False,500
691316,Aryankavu,Kollam,Kerala,suburban,FDH-15958,MST-15958,OLT-15958,True,50
691317,Chozhiakode,Kollam,Kerala,rural,FDH-15959,MST-15959,OLT-15959,True,50
691318,Karavaloor,Kollam,Kerala,urban,FDH-15960,MST-15960,OLT-15960,True,100
691319,Kollam,Kollam,Kerala,urban,FDH-15961,MST-15961,OLT-15961,False,500
691320,Alayamon,Kollam,Kerala,rural,FDH-15962,MST-15962,OLT-15962,False,50
691321,Edamulackal,Kollam,Kerala,suburban,FDH-15963,MST-15963,OLT-15963,False,100
691322,Pathanapuram,Kollam,Kerala,rural,FDH-15964,MST-15964,OLT-15964,False,100
691324,Karukone,Kollam,Kerala,suburban,FDH-15965,MST-15965,OLT-15965,True,200
691326,Narikal,Kollam,Kerala,rural,FDH-15966,MST-15966,OLT-15966,True,100
691329,Urukunnu,Kollam,Kerala,rural,FDH-15967,MST-15967,OLT-15967,True,50
691330,Bharatheepuram,Kollam,Kerala,rural,FDH-15968,MST-15968,OLT-15968,False,100
691331,Pathanapuram,Kollam,Kerala,rural,FDH-15969,MST-15969,OLT-15969,False,500
691332,Pathanapuram,Kollam,Kerala,suburban,FDH-15970,MST-15970,OLT-15970,False,1000
691333,Pathanapuram,Kollam,Kerala,rural,FDH-15971,MST-15971,OLT-15971,True,100
691334,Kollam,Kollam,Kerala,suburban,FDH-15972,MST-15972,OLT-15972,False,100
691500,Kollam,Kollam,Kerala,urban,FDH-15973,MST-15973,OLT-15973,True,500
691501,Kollam,Kollam,Kerala,suburban,FDH-15974,MST-15974,OLT-15974,True,200
691502,Kollam,Kollam,Kerala,urban,FDH-15975,MST-15975,OLT-15975,True,100
691503,Kollam,Kollam,Kerala,urban,FDH-15976,MST-15976,OLT-15976,True,1000
691504,Kollam,Kollam,Kerala,suburban,FDH-15977,MST-15977,OLT-15977,True,50
691505,Kottarakkara,Kollam,Kerala,suburban,FDH-15978,MST-15978,OLT-15978,False,100
691506,Kottarakara,Kollam,Kerala,rural,FDH-15979,MST-15979,OLT-15979,False,100
691507,Kottarakkara,Kollam,Kerala,rural,FDH-15980,MST-15980,OLT-15980,False,100
691508,Pathanapuram,Kollam,Kerala,suburban,FDH-15981,MST-15981,OLT-15981,False,100
691509,Kottarakara,Kollam,Kerala,suburban,FDH-15982,MST-15982,OLT-15982,True,100
691510,Kottarakkara,Kollam,Kerala,suburban,FDH-15983,MST-15983,OLT-15983,False,500
691511,Kollam,Kollam,Kerala,urban,FDH-15984,MST-15984,OLT-15984,True,200
691512,Kottarakkara,Kollam,Kerala,suburban,FDH-15985,MST-15985,OLT-15985,False,200
691513,Karimpinpuzha,Kollam,Kerala,rural,FDH-15986,MST-15986,OLT-15986,False,50
691514,Thalavoor,Kollam,Kerala,rural,FDH-15987,MST-15987,OLT-15987,False,200
691515,Kollam,Kollam,Kerala,suburban,FDH-15988,MST-15988,OLT-15988,False,200
691516,Kottarakkara,Kollam,Kerala,rural,FDH-15989,MST-15989,OLT-15989,False,200
691517,Avaneeswaram Rs,Kollam,Kerala,rural,FDH-15990,MST-15990,OLT-15990,False,50
691518,Kottathala,Kollam,Kerala,rural,FDH-15991,MST-15991,OLT-15991,True,200
691519,Kottukkal,Kollam,Kerala,suburban,FDH-15992,MST-15992,OLT-15992,True,500
691520,Kottarakkara,Kollam,Kerala,rural,FDH-15993,MST-15993,OLT-15993,False,100
691521,Kottarakara,Kollam,Kerala,suburban,FDH-15994,MST-15994,OLT-15994,False,1000
691522,Pathanapuram,Kollam,Kerala,rural,FDH-15995,MST-15995,OLT-15995,True,500
691523,Adur,Pathanamthitta,Kerala,rural,FDH-15996,MST-15996,OLT-15996,False,200
691524,Adur,Pathanamthitta,Kerala,urban,FDH-15997,MST-15997,OLT-15997,True,500
691525,Adoor,Pathanamthitta,Kerala,rural,FDH-15998,MST-15998,OLT-15998,True,500
691526,Adur,Pathanamthitta,Kerala,rural,FDH-15999,MST-15999,OLT-15999,False,200
691528,Peringanad,Pathanamthitta,Kerala,rural,FDH-16000,MST-16000,OLT-16000,False,1000
691529,Vadakkedathukavu Jn,Pathanamthitta,Kerala,rural,FDH-16001,MST-16001,OLT-16001,False,50
691530,Adoor,Pathanamthitta,Kerala,rural,FDH-16002,MST-16002,OLT-16002,False,100
691531,Kottarakkara,Kollam,Kerala,suburban,FDH-16003,MST-16003,OLT-16003,True,500
691532,Kottarakkara,Kollam,Kerala,rural,FDH-16004,MST-16004,OLT-16004,True,500
691533,Kottarakkara,Kollam,Kerala,rural,FDH-16005,MST-16005,OLT-16005,False,100
691534,Kottarakkara,Kollam,Kerala,rural,FDH-16006,MST-16006,OLT-16006,False,500
691535,Kottarakkara,Kollam,Kerala,rural,FDH-16007,MST-16007,OLT-16007,True,100
691536,Kottarakkara,Kollam,Kerala,rural,FDH-16008,MST-16008,OLT-16008,False,1000
691537,Kottarakkara,Kollam,Kerala,suburban,FDH-16009,MST-16009,OLT-16009,True,100
691538,Kottarakkara,Kollam,Kerala,rural,FDH-16010,MST-16010,OLT-16010,False,50
691539,Elamadu,Kollam,Kerala,rural,FDH-16011,MST-16011,OLT-16011,False,100
691540,Kottarakara,Kollam,Kerala,rural,FDH-16012,MST-16012,OLT-16012,False,50
691541,Kottarakkara,Kollam,Kerala,rural,FDH-16013,MST-16013,OLT-16013,False,100
691542,Kizhakketheruvu,Kollam,Kerala,rural,FDH-16014,MST-16014,OLT-16014,False,100
691543,Kottarakkara,Kollam,Kerala,urban,FDH-16015,MST-16015,OLT-16015,True,500
691544,Panavely,Kollam,Kerala,rural,FDH-16016,MST-16016,OLT-16016,False,100
691545,Perumannur,Kollam,Kerala,suburban,FDH-16017,MST-16017,OLT-16017,False,500
691546,Thalachira,Kollam,Kerala,rural,FDH-16018,MST-16018,OLT-16018,False,100
691547,Ummannur,Kollam,Kerala,rural,FDH-16019,MST-16019,OLT-16019,False,500
691548,Vayakkal,Kollam,Kerala,urban,FDH-16020,MST-16020,OLT-16020,True,500
691550,Sadanandapuram,Kollam,Kerala,rural,FDH-16021,MST-16021,OLT-16021,True,100
691551,Adoor,Pathanamthitta,Kerala,urban,FDH-16022,MST-16022,OLT-16022,True,100
691552,Kunnathur,Pathanamthitta,Kerala,suburban,FDH-16023,MST-16023,OLT-16023,True,200
691553,Adoor,Kollam,Kerala,rural,FDH-16024,MST-16024,OLT-16024,True,500
691554,Adoor,Pathanamthitta,Kerala,urban,FDH-16025,MST-16025,OLT-16025,True,100
691555,Adoor,Pathanamthitta,Kerala,rural,FDH-16026,MST-16026,OLT-16026,True,50
691556,Adoor,Pathanamthitta,Kerala,rural,FDH-16027,MST-16027,OLT-16027,False,200
691557,Kottarakara,Kollam,Kerala,rural,FDH-16028,MST-16028,OLT-16028,False,200
691559,Kottarakkara,Kollam,Kerala,rural,FDH-16029,MST-16029,OLT-16029,False,100
691560,Kottarakara,Kollam,Kerala,rural,FDH-16030,MST-16030,OLT-16030,False,200
691562,Edakulangara,Kollam,Kerala,rural,FDH-16031,MST-16031,OLT-16031,False,200
691566,Kottarakkara,Kollam,Kerala,rural,FDH-16032,MST-16032,OLT-16032,False,200
691571,Kollam,Kollam,Kerala,urban,FDH-16033,MST-16033,OLT-16033,True,500
691572,Kolllam,Kollam,Kerala,urban,FDH-16034,MST-16034,OLT-16034,False,100
691573,Adichanallur,Kollam,Kerala,rural,FDH-16035,MST-16035,OLT-16035,True,1000
691574,Kollam,Kollam,Kerala,suburban,FDH-16036,MST-16036,OLT-16036,False,100
691576,Kollam,Kollam,Kerala,suburban,FDH-16037,MST-16037,OLT-16037,True,1000
691577,Kollam,Kollam,Kerala,urban,FDH-16038,MST-16038,OLT-16038,True,1000
691578,Kollam,Kollam,Kerala,suburban,FDH-16039,MST-16039,OLT-16039,True,200
691579,Kollam,Kollam,Kerala,suburban,FDH-16040,MST-16040,OLT-16040,True,200
691580,Nedumpana,Kollam,Kerala,suburban,FDH-16041,MST-16041,OLT-16041,True,100
691581,Kollam,Kollam,Kerala,urban,FDH-16042,MST-16042,OLT-16042,True,1000
691582,Karunagapally,Kollam,Kerala,suburban,FDH-16043,MST-16043,OLT-16043,True,500
691583,Karunagappally,Kollam,Kerala,suburban,FDH-16044,MST-16044,OLT-16044,True,500
691584,Karunagapally,Kollam,Kerala,rural,FDH-16045,MST-16045,OLT-16045,False,100
691585,Karunagappally,Kollam,Kerala,suburban,FDH-16046,MST-16046,OLT-16046,True,100
691587,Panmana Puthen chantha,Kollam,Kerala,rural,FDH-16047,MST-16047,OLT-16047,True,200
691588,Puthenthura,Kollam,Kerala,urban,FDH-16048,MST-16048,OLT-16048,False,50
691589,Kollam,Kollam,Kerala,suburban,FDH-16049,MST-16049,OLT-16049,True,500
691590,Karunagappally,Kollam,Kerala,rural,FDH-16050,MST-16050,OLT-16050,False,500
691601,Kollam,Kollam,Kerala,urban,FDH-16051,MST-16051,OLT-16051,True,100
691602,Kollam,Kollam,Kerala,urban,FDH-16052,MST-16052,OLT-16052,True,1000
691604,Kureepuzha,Kollam,Kerala,rural,FDH-16053,MST-16053,OLT-16053,False,500
691623,Nellikunnam,Kollam,Kerala,rural,FDH-16054,MST-16054,OLT-16054,False,200
691625,Pidavoor,Kollam,Kerala,suburban,FDH-16055,MST-16055,OLT-16055,True,100
695001,Thiruvananthapuram,Thiruvananthapuram,Kerala,urban,FDH-16056,MST-16056,OLT-16056,True,1000
695002,Thiruvananthapuram,Thiruvananthapuram,Kerala,urban,FDH-16057,MST-16057,OLT-16057,True,500
695003,Thiruvananthapuram,Thiruvananthapuram,Kerala,suburban,FDH-16058,MST-16058,OLT-16058,True,200
695004,Trivandrum,Thiruvananthapuram,Kerala,suburban,FDH-16059,MST-16059,OLT-16059,True,500
695005,Thiruvananthapuram,Thiruvananthapuram,Kerala,urban,FDH-16060,MST-16060,OLT-16060,True,1000
695006,Thiruvananthapuram,Thiruvananthapuram,Kerala,suburban,FDH-16061,MST-16061,OLT-16061,False,200
695007,Thiruvananthapuram,Thiruvananthapuram,Kerala,suburban,FDH-16062,MST-16062,OLT-16062,True,100
695008,Thiruvananthapuram,Thiruvananthapuram,Kerala,suburban,FDH-16063,MST-16063,OLT-16063,True,500
695009,Thiruvananthapuram,Thiruvananthapuram,Kerala,urban,FDH-16064,MST-16064,OLT-16064,True,1000
695010,Thiruvananthapuram,Thiruvananthapuram,Kerala,urban,FDH-16065,MST-16065,OLT-16065,True,1000
695011,Thiruvananthapuram,Thiruvananthapuram,Kerala,suburban,FDH-16066,MST-16066,OLT-16066,True,200
695012,Thiruvananthapuram,Thiruvananthapuram,Kerala,urban,FDH-16067,MST-16067,OLT-16067,True,200
695013,Nedumangad,Thiruvananthapuram,Kerala,rural,FDH-16068,MST-16068,OLT-16068,True,100
695014,Thiruvananthapuram,Thiruvananthapuram,Kerala,urban,FDH-16069,MST-16069,OLT-16069,True,1000
695015,Trivendrum,Thiruvananthapuram,Kerala,urban,FDH-16070,MST-16070,OLT-16070,True,100
695016,Thiruvananthapuram,Thiruvananthapuram,Kerala,suburban,FDH-16071,MST-16071,OLT-16071,False,200
695017,Thiruvananthapuram,Thiruvananthapuram,Kerala,suburban,FDH-16072,MST-16072,OLT-16072,True,500
695018,Thiruvananthapuram,Thiruvananthapuram,Kerala,suburban,FDH-16073,MST-16073,OLT-16073,False,100
695019,Thiruvananthapuram,Thiruvananthapuram,Kerala,suburban,FDH-16074,MST-16074,OLT-16074,True,200
695020,Thiruvananthapuram,Thiruvananthapuram,Kerala,urban,FDH-16075,MST-16075,OLT-16075,True,500
695021,Thiruvananthapuram,Thiruvananthapuram,Kerala,suburban,FDH-16076,MST-16076,OLT-16076,False,200
695022,Thiruvananthapuram,Thiruvananthapuram,Kerala,urban,FDH-16077,MST-16077,OLT-16077,True,1000
695023,Thiruvananthapuram,Thiruvananthapuram,Kerala,suburban,FDH-16078,MST-16078,OLT-16078,True,1000
695024,Thiruvananthapuram,Thiruvananthapuram,Kerala,urban,FDH-16079,MST-16079,OLT-16079,True,500
695025,Thiruvananthapuram,Thiruvananthapuram,Kerala,suburban,FDH-16080,MST-16080,OLT-16080,True,200
695026,Thiruvananthapuram,Thiruvananthapuram,Kerala,urban,FDH-16081,MST-16081,OLT-16081,True,200
695027,Thiruvananthapuram,Thiruvananthapuram,Kerala,suburban,FDH-16082,MST-16082,OLT-16082,True,50
695028,Nedumangad,Thiruvananthapuram,Kerala,rural,FDH-16083,MST-16083,OLT-16083,False,1000
695029,Thiruvananthapuram,Thiruvananthapuram,Kerala,urban,FDH-16084,MST-16084,OLT-16084,True,500
695030,Thiruvananthapuram,Thiruvananthapuram,Kerala,urban,FDH-16085,MST-16085,OLT-16085,True,500
695031,Thuruvikkal,Thiruvananthapuram,Kerala,rural,FDH-16086,MST-16086,OLT-16086,False,100
695032,Thiruvananthapuram,Thiruvananthapuram,Kerala,suburban,FDH-16087,MST-16087,OLT-16087,True,500
695033,Thiruvananthapuram,Thiruvananthapuram,Kerala,urban,FDH-16088,MST-16088,OLT-16088,True,500
695034,Thiruvananthapuram,Thiruvananthapuram,Kerala,urban,FDH-16089,MST-16089,OLT-16089,True,500
695035,Thiruvananthapuram,Thiruvananthapuram,Kerala,suburban,FDH-16090,MST-16090,OLT-16090,True,1000
695036,Thiruvananthapuram,Thiruvananthapuram,Kerala,urban,FDH-16091,MST-16091,OLT-16091,True,1000
695038,Thiruvananthapuram,Thiruvananthapuram,Kerala,urban,FDH-16092,MST-16092,OLT-16092,True,200
695039,Tvm Ag's,Thiruvananthapuram,Kerala,rural,FDH-16093,MST-16093,OLT-16093,False,50
695040,Thiruvananthapuram,Thiruvananthapuram,Kerala,urban,FDH-16094,MST-16094,OLT-16094,True,200
695042,Thiruvananthapuram,Thiruvananthapuram,Kerala,suburban,FDH-16095,MST-16095,OLT-16095,False,200
695043,Nedumangad,Thiruvananthapuram,Kerala,rural,FDH-16096,MST-16096,OLT-16096,True,1000
695099,Thiruvananthapuram,Thiruvananthapuram,Kerala,urban,FDH-16097,MST-16097,OLT-16097,True,1000
695101,Chirayinkeezhu,Thiruvananthapuram,Kerala,suburban,FDH-16098,MST-16098,OLT-16098,False,200
695102,Chirayinkeezhu,Thiruvananthapuram,Kerala,suburban,FDH-16099,MST-16099,OLT-16099,True,100
695103,Chirayinkeezhu,Thiruvananthapuram,Kerala,suburban,FDH-16100,MST-16100,OLT-16100,True,200
695104,Chirayinkeezhu,Thiruvananthapuram,Kerala,rural,FDH-16101,MST-16101,OLT-16101,False,100
695120,Plamootukada,Thiruvananthapuram,Kerala,urban,FDH-16102,MST-16102,OLT-16102,True,500
695121,Neyyattinkara,Thiruvananthapuram,Kerala,rural,FDH-16103,MST-16103,OLT-16103,True,50
695122,Neyyattinkara,Thiruvananthapuram,Kerala,rural,FDH-16104,MST-16104,OLT-16104,False,500
695123,Neyyattinkara,Thiruvananthapuram,Kerala,rural,FDH-16105,MST-16105,OLT-16105,True,100
695124,Neyyattinkara,Thiruvananthapuram,Kerala,suburban,FDH-16106,MST-16106,OLT-16106,True,200
695125,Neyyattinkara,Thiruvananthapuram,Kerala,rural,FDH-16107,MST-16107,OLT-16107,True,200
695126,Neyyattinkara,Thiruvananthapuram,Kerala,rural,FDH-16108,MST-16108,OLT-16108,False,50
695127,Mariyapuram,Thiruvananthapuram,Kerala,suburban,FDH-16109,MST-16109,OLT-16109,True,100
695130,Keezharur,Thiruvananthapuram,Kerala,suburban,FDH-16110,MST-16110,OLT-16110,True,50
695131,Marayamuttom,Thiruvananthapuram,Kerala,rural,FDH-16111,MST-16111,OLT-16111,False,50
695132,Neyyattinkara,Thiruvananthapuram,Kerala,rural,FDH-16112,MST-16112,OLT-16112,False,50
695133,Neyyattinkara,Thiruvananthapuram,Kerala,rural,FDH-16113,MST-16113,OLT-16113,True,50
695134,Neyyattinkara,Thiruvananthapuram,Kerala,rural,FDH-16114,MST-16114,OLT-16114,True,200
695141,Chirayinkeezhu,Thiruvananthapuram,Kerala,rural,FDH-16115,MST-16115,OLT-16115,False,200
695142,Chirayinkeezhu,Thiruvananthapuram,Kerala,urban,FDH-16116,MST-16116,OLT-16116,False,50
695143,Chirayinkeezhu,Thiruvananthapuram,Kerala,rural,FDH-16117,MST-16117,OLT-16117,False,50
695144,Chirayinkeezhu,Thiruvananthapuram,Kerala,urban,FDH-16118,MST-16118,OLT-16118,True,1000
695145,Chirayinkeezhu,Thiruvananthapuram,Kerala,rural,FDH-16119,MST-16119,OLT-16119,True,100
695146,Chirayinkeezhu,Thiruvananthapuram,Kerala,rural,FDH-16120,MST-16120,OLT-16120,False,100
695301,Thiruvananthapuram,Thiruvananthapuram,Kerala,urban,FDH-16121,MST-16121,OLT-16121,True,500
695302,Thiruvananthapuram,Thiruvananthapuram,Kerala,suburban,FDH-16122,MST-16122,OLT-16122,False,500
695303,Chirayinkeezhu,Thiruvananthapuram,Kerala,rural,FDH-16123,MST-16123,OLT-16123,False,50
695304,Chirayinkeezhu,Thiruvananthapuram,Kerala,rural,FDH-16124,MST-16124,OLT-16124,True,200
695305,Chirayinkeezhu,Thiruvananthapuram,Kerala,suburban,FDH-16125,MST-16125,OLT-16125,True,500
695306,Chirayinkeezhu,Thiruvananthapuram,Kerala,rural,FDH-16126,MST-16126,OLT-16126,False,100
695307,Chirayinkeezhu,Thiruvananthapuram,Kerala,rural,FDH-16127,MST-16127,OLT-16127,False,50
695308,Chirayinkeezhu,Thiruvananthapuram,Kerala,urban,FDH-16128,MST-16128,OLT-16128,True,200
695309,Chirayinkeezhu,Thiruvananthapuram,Kerala,suburban,FDH-16129,MST-16129,OLT-16129,True,200
695310,Chirayinkeezhu,Thiruvananthapuram,Kerala,rural,FDH-16130,MST-16130,OLT-16130,False,100
695311,Chirayinkeezhu,Thiruvananthapuram,Kerala,urban,FDH-16131,MST-16131,OLT-16131,True,200
695312,Thiruvananthapuram,Thiruvananthapuram,Kerala,suburban,FDH-16132,MST-16132,OLT-16132,False,200
695313,Chirayinkeezhu,Thiruvananthapuram,Kerala,rural,FDH-16133,MST-16133,OLT-16133,True,50
695314,Mudapuram,Thiruvananthapuram,Kerala,rural,FDH-16134,MST-16134,OLT-16134,False,500
695315,Channamkara,Thiruvananthapuram,Kerala,rural,FDH-16135,MST-16135,OLT-16135,False,1000
695316,Thiruvananthapuram,Thiruvananthapuram,Kerala,urban,FDH-16136,MST-16136,OLT-16136,True,1000
695317,Thiruvananthapuram,Thiruvananthapuram,Kerala,suburban,FDH-16137,MST-16137,OLT-16137,True,200
695318,Chirayinkeezhu,Thiruvananthapuram,Kerala,urban,FDH-16138,MST-16138,OLT-16138,True,1000
695501,Neyyattinkara,Thiruvananthapuram,Kerala,rural,FDH-16139,MST-16139,OLT-16139,False,50
695502,Neyyattinkara,Thiruvananthapuram,Kerala,urban,FDH-16140,MST-16140,OLT-16140,True,100
695503,Neyyattinkara,Thiruvananthapuram,Kerala,rural,FDH-16141,MST-16141,OLT-16141,False,50
695504,Neyyattinkara,Thiruvananthapuram,Kerala,rural,FDH-16142,MST-16142,OLT-16142,False,50
695505,Neyyattinkara,Thiruvananthapuram,Kerala,rural,FDH-16143,MST-16143,OLT-16143,False,50
695506,Neyyattinkara,Thiruvananthapuram,Kerala,suburban,FDH-16144,MST-16144,OLT-16144,True,50
695507,Neyyattinkara,Thiruvananthapuram,Kerala,rural,FDH-16145,MST-16145,OLT-16145,True,50
695508,Neyyattinkara,Thiruvananthapuram,Kerala,suburban,FDH-16146,MST-16146,OLT-16146,True,100
695509,Kattachalkuzhy,Thiruvananthapuram,Kerala,suburban,FDH-16147,MST-16147,OLT-16147,True,200
695510,Kudappanamoodu,Thiruvananthapuram,Kerala,suburban,FDH-16148,MST-16148,OLT-16148,False,100
695512,Neyyattinkara,Thiruvananthapuram,Kerala,rural,FDH-16149,MST-16149,OLT-16149,True,100
695513,Neyyattinkara,Thiruvananthapuram,Kerala,rural,FDH-16150,MST-16150,OLT-16150,True,500
695521,Neyyattinkara,Thiruvananthapuram,Kerala,suburban,FDH-16151,MST-16151,OLT-16151,True,500
695522,Thiruvananthapuram,Thiruvananthapuram,Kerala,urban,FDH-16152,MST-16152,OLT-16152,True,50
695523,Neyyattinkara,Thiruvananthapuram,Kerala,rural,FDH-16153,MST-16153,OLT-16153,False,100
695524,Neyyattinkara,Thiruvananthapuram,Kerala,rural,FDH-16154,MST-16154,OLT-16154,False,50
695525,Neyyattinkara,Thiruvananthapuram,Kerala,rural,FDH-16155,MST-16155,OLT-16155,False,500
695526,Neyyattinkara,Thiruvananthapuram,Kerala,suburban,FDH-16156,MST-16156,OLT-16156,False,1000
695527,Thiruvananthapuram,Thiruvananthapuram,Kerala,urban,FDH-16157,MST-16157,OLT-16157,True,100
695528,Neyyattinkara,Thiruvananthapuram,Kerala,urban,FDH-16158,MST-16158,OLT-16158,True,1000
695541,Nedumangad,Thiruvananthapuram,Kerala,rural,FDH-16159,MST-16159,OLT-16159,False,50
695542,Nedumangad,Thiruvananthapuram,Kerala,urban,FDH-16160,MST-16160,OLT-16160,True,200
695543,Nedumangad,Thiruvananthapuram,Kerala,suburban,FDH-16161,MST-16161,OLT-16161,True,200
695544,Anad,Thiruvananthapuram,Kerala,rural,FDH-16162,MST-16162,OLT-16162,False,100
695547,Nedumangad,Thiruvananthapuram,Kerala,rural,FDH-16163,MST-16163,OLT-16163,False,50
695551,Nedumangad,Thiruvananthapuram,Kerala,suburban,FDH-16164,MST-16164,OLT-16164,False,200
695557,Bonaccord,Thiruvananthapuram,Kerala,rural,FDH-16165,MST-16165,OLT-16165,False,100
695560,Koonanvenga,Thiruvananthapuram,Kerala,suburban,FDH-16166,MST-16166,OLT-16166,True,500
695561,Nedumangad,Thiruvananthapuram,Kerala,rural,FDH-16167,MST-16167,OLT-16167,False,200
695562,Nedumangad,Thiruvananthapuram,Kerala,rural,FDH-16168,MST-16168,OLT-16168,False,50
695563,Nedumangad,Thiruvananthapuram,Kerala,rural,FDH-16169,MST-16169,OLT-16169,False,1000
695564,Nedumangad,Thiruvananthapuram,Kerala,rural,FDH-16170,MST-16170,OLT-16170,False,100
695568,Nedumangad,Thiruvananthapuram,Kerala,rural,FDH-16171,MST-16171,OLT-16171,False,200
695571,Neyyattinkara,Thiruvananthapuram,Kerala,suburban,FDH-16172,MST-16172,OLT-16172,True,200
695572,Neyyattinkara,Thiruvananthapuram,Kerala,rural,FDH-16173,MST-16173,OLT-16173,False,100
695573,Neyyattinkara,Thiruvananthapuram,Kerala,rural,FDH-16174,MST-16174,OLT-16174,False,200
695574,Nedumangad,Thiruvananthapuram,Kerala,rural,FDH-16175,MST-16175,OLT-16175,True,50
695575,Nedumangad,Thiruvananthapuram,Kerala,rural,FDH-16176,MST-16176,OLT-16176,False,500
695581,Thiruvananthapuram,Thiruvananthapuram,Kerala,suburban,FDH-16177,MST-16177,OLT-16177,True,500
695582,Thiruvananthapuram,Thiruvananthapuram,Kerala,urban,FDH-16178,MST-16178,OLT-16178,False,200
695583,Thiruvananthapuram,Thiruvananthapuram,Kerala,suburban,FDH-16179,MST-16179,OLT-16179,True,100
695584,Chirayinkil,Thiruvananthapuram,Kerala,suburban,FDH-16180,MST-16180,OLT-16180,True,100
695585,Thiruvananthapuram,Thiruvananthapuram,Kerala,urban,FDH-16181,MST-16181,OLT-16181,True,1000
695586,Thiruvananthapuram,Thiruvananthapuram,Kerala,suburban,FDH-16182,MST-16182,OLT-16182,False,200
695587,Thiruvananthapuram,Thiruvananthapuram,Kerala,suburban,FDH-16183,MST-16183,OLT-16183,False,500
695588,Tiruvanathapuram,Thiruvananthapuram,Kerala,suburban,FDH-16184,MST-16184,OLT-16184,True,100
695589,Thiruvananthapuram,Thiruvananthapuram,Kerala,suburban,FDH-16185,MST-16185,OLT-16185,True,50
695601,Chirayinkeezhu,Thiruvananthapuram,Kerala,suburban,FDH-16186,MST-16186,OLT-16186,True,200
695602,Chirayinkeezhu,Thiruvananthapuram,Kerala,rural,FDH-16187,MST-16187,OLT-16187,True,50
695603,Chirayinkeezhu,Thiruvananthapuram,Kerala,suburban,FDH-16188,MST-16188,OLT-16188,True,50
695604,Chirayinkeezhu,Thiruvananthapuram,Kerala,suburban,FDH-16189,MST-16189,OLT-16189,False,200
695605,Chirayinkeezhu,Thiruvananthapuram,Kerala,rural,FDH-16190,MST-16190,OLT-16190,True,500
695606,Nedumangad,Thiruvananthapuram,Kerala,urban,FDH-16191,MST-16191,OLT-16191,True,100
695607,Nedumangad,Thiruvananthapuram,Kerala,suburban,FDH-16192,MST-16192,OLT-16192,True,200
695608,Chirayinkeezhu,Thiruvananthapuram,Kerala,suburban,FDH-16193,MST-16193,OLT-16193,True,100
695609,Nedumangad,Thiruvananthapuram,Kerala,suburban,FDH-16194,MST-16194,OLT-16194,True,50
695610,Nedumangad,Thiruvananthapuram,Kerala,rural,FDH-16195,MST-16195,OLT-16195,False,200
695611,Chirayinkeezhu,Thiruvananthapuram,Kerala,rural,FDH-16196,MST-16196,OLT-16196,True,200
695612,Chirayinkil,Thiruvananthapuram,Kerala,rural,FDH-16197,MST-16197,OLT-16197,False,100
695614,Chirayinkeezhu,Thiruvananthapuram,Kerala,suburban,FDH-16198,MST-16198,OLT-16198,True,500
695615,Nedumangad,Thiruvananthapuram,Kerala,suburban,FDH-16199,MST-16199,OLT-16199,True,500
695616,Bharathannur,Thiruvananthapuram,Kerala,rural,FDH-16200,MST-16200,OLT-16200,False,100
695618,Nagaroor,Thiruvananthapuram,Kerala,rural,FDH-16201,MST-16201,OLT-16201,False,100
700001,Kolkata,Kolkata,West Bengal,urban,FDH-16202,MST-16202,OLT-16202,True,50
700002,Kolkata,Kolkata,West Bengal,urban,FDH-16203,MST-16203,OLT-16203,True,200
700003,Kolkata,Kolkata,West Bengal,urban,FDH-16204,MST-16204,OLT-16204,True,50
700004,Kolkata,Kolkata,West Bengal,urban,FDH-16205,MST-16205,OLT-16205,True,200
700005,Kolkata,Kolkata,West Bengal,urban,FDH-16206,MST-16206,OLT-16206,True,1000
700006,Kolkata,Kolkata,West Bengal,urban,FDH-16207,MST-16207,OLT-16207,True,500
700007,Kolkata,Kolkata,West Bengal,urban,FDH-16208,MST-16208,OLT-16208,True,500
700008,Kolkata,Kolkata,West Bengal,urban,FDH-16209,MST-16209,OLT-16209,True,500
700009,Parsibagan,Kolkata,West Bengal,urban,FDH-16210,MST-16210,OLT-16210,True,500
700010,Beleghata,Kolkata,West Bengal,urban,FDH-16211,MST-16211,OLT-16211,True,200
700011,Narkeldanga,Kolkata,West Bengal,urban,FDH-16212,MST-16212,OLT-16212,True,500
700012,Kolkata,Kolkata,West Bengal,urban,FDH-16213,MST-16213,OLT-16213,True,1000
